Entry No;Booking date;Ledger account;Amount;Posted by;Narration
x_86;03/04/2023;Bank (Postbank) — main account;-1880.65;Alice;Salary David April
x_89;03/04/2023;Rent — immovable property;22500.0;Alice;Rent April
x_89;03/04/2023;Bank (Postbank) — main account;-22500.0;Alice;Rent April
a_312;04/04/2023;Cost of merchandise, 19% input tax;12.4;David;Gardening Gloves
a_312;04/04/2023;Deductible input tax, 19%;2.36;David;Gardening Gloves
a_312;04/04/2023;Trade payables;-14.76;David;Gardening Gloves
a_570;04/04/2023;Trade payables;238.0;Alice;Watering Can
a_570;04/04/2023;Bank (Postbank) — main account;-238.0;Alice;Watering Can
a_613;04/04/2023;Trade payables;2889.8;Max;Lawn Mower
a_613;04/04/2023;Bank (Postbank) — main account;-2889.8;Max;Lawn Mower
a_985;04/04/2023;Trade payables;231.69;David;Leaf Blower
a_985;04/04/2023;Bank (Postbank) — main account;-231.69;David;Leaf Blower
b_10;04/04/2023;Cost of merchandise, 19% input tax;16.9;Alice;Shovel
b_10;04/04/2023;Deductible input tax, 19%;3.21;Alice;Shovel
b_10;04/04/2023;Trade payables;-20.11;Alice;Shovel
b_237;04/04/2023;Cost of merchandise, 19% input tax;60.9;Alice;Hedge Trimmer
b_237;04/04/2023;Deductible input tax, 19%;11.57;Alice;Hedge Trimmer
b_237;04/04/2023;Trade payables;-72.47;Alice;Hedge Trimmer
b_258;04/04/2023;Cost of merchandise, 19% input tax;80.3;Alice;Wheelbarrow
b_258;04/04/2023;Deductible input tax, 19%;15.26;Alice;Wheelbarrow
b_258;04/04/2023;Trade payables;-95.56;Alice;Wheelbarrow
b_482;04/04/2023;Trade payables;11.9;Alice;Watering Can
b_482;04/04/2023;Cash-in-hand;-11.9;Alice;Watering Can
c_270;04/04/2023;Trade receivables;157.66;Max;Wheelbarrow
c_270;04/04/2023;Revenue, 19% VAT;-132.49;Max;Wheelbarrow
c_270;04/04/2023;VAT payable, 19%;-25.17;Max;Wheelbarrow
c_486;04/04/2023;Bank (Postbank) — main account;33.18;Alice;Shovel
c_486;04/04/2023;Trade receivables;-33.18;Alice;Shovel
c_536;04/04/2023;Bank (Postbank) — main account;366.78;David;Lawn Mower
c_536;04/04/2023;Trade receivables;-366.78;David;Lawn Mower
c_578;04/04/2023;Bank (Postbank) — main account;1833.91;Fred;Lawn Mower
c_578;04/04/2023;Trade receivables;-1833.91;Fred;Lawn Mower
d_184;04/04/2023;Cost of merchandise, 19% input tax;287.3;Alice;Shovel
d_184;04/04/2023;Deductible input tax, 19%;54.59;Alice;Shovel
d_184;04/04/2023;Trade payables;-341.89;Alice;Shovel
d_246;04/04/2023;Cost of merchandise, 19% input tax;1284.8;Alice;Wheelbarrow
d_246;04/04/2023;Deductible input tax, 19%;244.11;Alice;Wheelbarrow
d_246;04/04/2023;Trade payables;-1528.91;Alice;Wheelbarrow
d_318;04/04/2023;Cost of merchandise, 19% input tax;883.3;Bob;Wheelbarrow
d_318;04/04/2023;Deductible input tax, 19%;167.83;Bob;Wheelbarrow
d_318;04/04/2023;Trade payables;-1051.13;Bob;Wheelbarrow
d_355;04/04/2023;Cost of merchandise, 19% input tax;67.6;David;Shovel
d_355;04/04/2023;Deductible input tax, 19%;12.84;David;Shovel
d_355;04/04/2023;Trade payables;-80.44;David;Shovel
d_650;04/04/2023;Trade payables;926.77;Alice;Leaf Blower
d_650;04/04/2023;Bank (Postbank) — main account;-926.77;Alice;Leaf Blower
e_224;04/04/2023;Trade receivables;478.28;Bob;Hedge Trimmer
e_224;04/04/2023;Revenue, 19% VAT;-401.92;Bob;Hedge Trimmer
e_224;04/04/2023;VAT payable, 19%;-76.36;Bob;Hedge Trimmer
e_31;04/04/2023;Trade receivables;239.14;Alice;Hedge Trimmer
e_31;04/04/2023;Revenue, 19% VAT;-200.96;Alice;Hedge Trimmer
e_31;04/04/2023;VAT payable, 19%;-38.18;Alice;Hedge Trimmer
e_414;04/04/2023;Bank (Postbank) — main account;99.53;Bob;Shovel
e_414;04/04/2023;Trade receivables;-99.53;Bob;Shovel
e_437;04/04/2023;Bank (Postbank) — main account;157.68;Bob;Rake
e_437;04/04/2023;Trade receivables;-157.68;Bob;Rake
e_554;04/04/2023;Bank (Postbank) — main account;509.75;Bob;Leaf Blower
e_554;04/04/2023;Trade receivables;-509.75;Bob;Leaf Blower
e_661;04/04/2023;Bank (Postbank) — main account;4.88;Alice;Gardening Gloves
e_661;04/04/2023;Trade receivables;-4.88;Alice;Gardening Gloves
e_724;04/04/2023;Bank (Postbank) — main account;12.2;Bob;Gardening Gloves
e_724;04/04/2023;Trade receivables;-12.2;Bob;Gardening Gloves
f_21;04/04/2023;Cost of merchandise, 19% input tax;90.0;Bob;Watering Can
f_21;04/04/2023;Deductible input tax, 19%;17.1;Bob;Watering Can
f_21;04/04/2023;Trade payables;-107.1;Bob;Watering Can
f_24;04/04/2023;Cost of merchandise, 19% input tax;70.0;Bob;Watering Can
f_24;04/04/2023;Deductible input tax, 19%;13.3;Bob;Watering Can
f_24;04/04/2023;Trade payables;-83.3;Bob;Watering Can
g_182;04/04/2023;Trade payables;797.18;Fred;Hedge Trimmer
g_182;04/04/2023;Cash-in-hand;-797.18;Fred;Hedge Trimmer
g_200;04/04/2023;Trade payables;860.01;Max;Wheelbarrow
g_200;04/04/2023;Cash-in-hand;-860.01;Max;Wheelbarrow
h_148;04/04/2023;Bank (Postbank) — main account;157.66;Bob;Wheelbarrow
h_148;04/04/2023;Trade receivables;-157.66;Bob;Wheelbarrow
h_74;04/04/2023;Trade receivables;35.46;Charlie;Garden Shears
h_74;04/04/2023;Revenue, 19% VAT;-29.8;Charlie;Garden Shears
h_74;04/04/2023;VAT payable, 19%;-5.66;Charlie;Garden Shears
h_94;04/04/2023;Trade receivables;509.75;Charlie;Leaf Blower
h_94;04/04/2023;Revenue, 19% VAT;-428.36;Charlie;Leaf Blower
h_94;04/04/2023;VAT payable, 19%;-81.39;Charlie;Leaf Blower
a_252;05/04/2023;Cost of merchandise, 19% input tax;305.14;David;Rake
a_252;05/04/2023;Deductible input tax, 19%;57.98;David;Rake
a_252;05/04/2023;Trade payables;-363.12;David;Rake
a_619;05/04/2023;Trade payables;214.91;Alice;Garden Shears
a_619;05/04/2023;Bank (Postbank) — main account;-214.91;Alice;Garden Shears
b_417;05/04/2023;Trade payables;23.8;Alice;Garden Hose
b_417;05/04/2023;Cash-in-hand;-23.8;Alice;Garden Hose
b_53;05/04/2023;Cost of merchandise, 19% input tax;64.9;Max;Leaf Blower
b_53;05/04/2023;Deductible input tax, 19%;12.33;Max;Leaf Blower
b_53;05/04/2023;Trade payables;-77.23;Max;Leaf Blower
b_561;05/04/2023;Trade payables;11.9;Max;Watering Can
b_561;05/04/2023;Cash-in-hand;-11.9;Max;Watering Can
c_123;05/04/2023;Trade receivables;366.78;Bob;Lawn Mower
c_123;05/04/2023;Revenue, 19% VAT;-308.22;Bob;Lawn Mower
c_123;05/04/2023;VAT payable, 19%;-58.56;Bob;Lawn Mower
c_186;05/04/2023;Trade receivables;366.78;David;Lawn Mower
c_186;05/04/2023;Revenue, 19% VAT;-308.22;David;Lawn Mower
c_186;05/04/2023;VAT payable, 19%;-58.56;David;Lawn Mower
c_240;05/04/2023;Trade receivables;66.35;David;Shovel
c_240;05/04/2023;Revenue, 19% VAT;-55.76;David;Shovel
c_240;05/04/2023;VAT payable, 19%;-10.59;David;Shovel
c_349;05/04/2023;Trade receivables;637.19;Max;Leaf Blower
c_349;05/04/2023;Revenue, 19% VAT;-535.45;Max;Leaf Blower
c_349;05/04/2023;VAT payable, 19%;-101.74;Max;Leaf Blower
d_211;05/04/2023;Cost of merchandise, 19% input tax;12.4;David;Gardening Gloves
d_211;05/04/2023;Deductible input tax, 19%;2.36;David;Gardening Gloves
d_211;05/04/2023;Trade payables;-14.76;David;Gardening Gloves
d_368;05/04/2023;Cost of merchandise, 19% input tax;50.0;Bob;Watering Can
d_368;05/04/2023;Deductible input tax, 19%;9.5;Bob;Watering Can
d_368;05/04/2023;Trade payables;-59.5;Bob;Watering Can
d_405;05/04/2023;Trade payables;267.56;Alice;Rake
d_405;05/04/2023;Bank (Postbank) — main account;-267.56;Alice;Rake
d_551;05/04/2023;Trade payables;214.91;Bob;Garden Shears
d_551;05/04/2023;Bank (Postbank) — main account;-214.91;Bob;Garden Shears
d_569;05/04/2023;Trade payables;119.0;Fred;Watering Can
d_569;05/04/2023;Bank (Postbank) — main account;-119.0;Fred;Watering Can
d_730;05/04/2023;Trade payables;120.67;Alice;Shovel
d_730;05/04/2023;Bank (Postbank) — main account;-120.67;Alice;Shovel
e_114;05/04/2023;Trade receivables;119.57;Alice;Hedge Trimmer
e_114;05/04/2023;Revenue, 19% VAT;-100.48;Alice;Hedge Trimmer
e_114;05/04/2023;VAT payable, 19%;-19.09;Alice;Hedge Trimmer
e_24;05/04/2023;Trade receivables;597.86;Bob;Hedge Trimmer
e_24;05/04/2023;Revenue, 19% VAT;-502.4;Bob;Hedge Trimmer
e_24;05/04/2023;VAT payable, 19%;-95.46;Bob;Hedge Trimmer
e_324;05/04/2023;Trade receivables;12.2;Bob;Gardening Gloves
e_324;05/04/2023;Revenue, 19% VAT;-10.25;Bob;Gardening Gloves
e_324;05/04/2023;VAT payable, 19%;-1.95;Bob;Gardening Gloves
e_389;05/04/2023;Trade receivables;196.35;Alice;Garden Hose
e_389;05/04/2023;Revenue, 19% VAT;-165.0;Alice;Garden Hose
e_389;05/04/2023;VAT payable, 19%;-31.35;Alice;Garden Hose
e_541;05/04/2023;Bank (Postbank) — main account;239.14;Bob;Hedge Trimmer
e_541;05/04/2023;Trade receivables;-239.14;Bob;Hedge Trimmer
f_221;05/04/2023;Trade payables;107.1;Bob;Watering Can
f_221;05/04/2023;Bank (Postbank) — main account;-107.1;Bob;Watering Can
f_33;05/04/2023;Cost of merchandise, 19% input tax;747.2;Bob;Lawn Mower
f_33;05/04/2023;Deductible input tax, 19%;141.97;Bob;Lawn Mower
f_33;05/04/2023;Trade payables;-889.17;Bob;Lawn Mower
g_219;05/04/2023;Trade payables;20.11;Charlie;Shovel
g_219;05/04/2023;Cash-in-hand;-20.11;Charlie;Shovel
h_17;05/04/2023;Trade receivables;78.54;David;Garden Hose
h_17;05/04/2023;Revenue, 19% VAT;-66.0;David;Garden Hose
h_17;05/04/2023;VAT payable, 19%;-12.54;David;Garden Hose
h_194;05/04/2023;Bank (Postbank) — main account;509.75;Charlie;Leaf Blower
h_194;05/04/2023;Trade receivables;-509.75;Charlie;Leaf Blower
x_90;05/04/2023;Gas, electricity, water;1451.71;Alice;Utilities April
x_90;05/04/2023;Deductible input tax, 19%;275.82;Alice;Utilities April
x_90;05/04/2023;Bank (Postbank) — main account;-1727.53;Alice;Utilities April
a_344;06/04/2023;Cost of merchandise, 19% input tax;118.3;David;Shovel
a_344;06/04/2023;Deductible input tax, 19%;22.48;David;Shovel
a_344;06/04/2023;Trade payables;-140.78;David;Shovel
a_402;06/04/2023;Cost of merchandise, 19% input tax;126.42;Max;Garden Shears
a_402;06/04/2023;Deductible input tax, 19%;24.02;Max;Garden Shears
a_402;06/04/2023;Trade payables;-150.44;Max;Garden Shears
a_734;06/04/2023;Trade payables;190.4;Alice;Garden Hose
a_734;06/04/2023;Bank (Postbank) — main account;-190.4;Alice;Garden Hose
a_905;06/04/2023;Trade payables;47.6;Max;Watering Can
a_905;06/04/2023;Bank (Postbank) — main account;-47.6;Max;Watering Can
b_123;06/04/2023;Cost of merchandise, 19% input tax;80.3;Max;Wheelbarrow
b_123;06/04/2023;Deductible input tax, 19%;15.26;Max;Wheelbarrow
b_123;06/04/2023;Trade payables;-95.56;Max;Wheelbarrow
b_472;06/04/2023;Trade payables;20.11;David;Shovel
b_472;06/04/2023;Cash-in-hand;-20.11;David;Shovel
b_752;06/04/2023;Trade payables;77.23;Alice;Leaf Blower
b_752;06/04/2023;Cash-in-hand;-77.23;Alice;Leaf Blower
c_162;06/04/2023;Trade receivables;39.27;Bob;Garden Hose
c_162;06/04/2023;Revenue, 19% VAT;-33.0;Bob;Garden Hose
c_162;06/04/2023;VAT payable, 19%;-6.27;Bob;Garden Hose
c_214;06/04/2023;Trade receivables;39.27;Max;Watering Can
c_214;06/04/2023;Revenue, 19% VAT;-33.0;Max;Watering Can
c_214;06/04/2023;VAT payable, 19%;-6.27;Max;Watering Can
c_366;06/04/2023;Bank (Postbank) — main account;127.44;Bob;Leaf Blower
c_366;06/04/2023;Trade receivables;-127.44;Bob;Leaf Blower
c_390;06/04/2023;Bank (Postbank) — main account;33.18;Alice;Shovel
c_390;06/04/2023;Trade receivables;-33.18;Alice;Shovel
c_512;06/04/2023;Bank (Postbank) — main account;39.27;Bob;Garden Hose
c_512;06/04/2023;Trade receivables;-39.27;Bob;Garden Hose
c_581;06/04/2023;Bank (Postbank) — main account;366.78;Bob;Lawn Mower
c_581;06/04/2023;Trade receivables;-366.78;Bob;Lawn Mower
c_638;06/04/2023;Bank (Postbank) — main account;19.64;David;Watering Can
c_638;06/04/2023;Trade receivables;-19.64;David;Watering Can
d_234;06/04/2023;Cost of merchandise, 19% input tax;3362.4;Alice;Lawn Mower
d_234;06/04/2023;Deductible input tax, 19%;638.86;Alice;Lawn Mower
d_234;06/04/2023;Trade payables;-4001.26;Alice;Lawn Mower
d_298;06/04/2023;Cost of merchandise, 19% input tax;135.2;Alice;Shovel
d_298;06/04/2023;Deductible input tax, 19%;25.69;Alice;Shovel
d_298;06/04/2023;Trade payables;-160.89;Alice;Shovel
d_468;06/04/2023;Trade payables;23.61;David;Gardening Gloves
d_468;06/04/2023;Bank (Postbank) — main account;-23.61;David;Gardening Gloves
d_68;06/04/2023;Cost of merchandise, 19% input tax;19.84;David;Gardening Gloves
d_68;06/04/2023;Deductible input tax, 19%;3.77;David;Gardening Gloves
d_68;06/04/2023;Trade payables;-23.61;David;Gardening Gloves
d_718;06/04/2023;Trade payables;1051.13;Fred;Wheelbarrow
d_718;06/04/2023;Bank (Postbank) — main account;-1051.13;Fred;Wheelbarrow
d_768;06/04/2023;Trade payables;59.5;Bob;Watering Can
d_768;06/04/2023;Bank (Postbank) — main account;-59.5;Bob;Watering Can
e_225;06/04/2023;Trade receivables;733.56;Alice;Lawn Mower
e_225;06/04/2023;Revenue, 19% VAT;-616.44;Alice;Lawn Mower
e_225;06/04/2023;VAT payable, 19%;-117.12;Alice;Lawn Mower
e_344;06/04/2023;Trade receivables;119.57;Alice;Hedge Trimmer
e_344;06/04/2023;Revenue, 19% VAT;-100.48;Alice;Hedge Trimmer
e_344;06/04/2023;VAT payable, 19%;-19.09;Alice;Hedge Trimmer
e_37;06/04/2023;Trade receivables;157.68;Bob;Rake
e_37;06/04/2023;Revenue, 19% VAT;-132.5;Bob;Rake
e_37;06/04/2023;VAT payable, 19%;-25.18;Bob;Rake
e_379;06/04/2023;Trade receivables;4.88;Bob;Gardening Gloves
e_379;06/04/2023;Revenue, 19% VAT;-4.1;Bob;Gardening Gloves
e_379;06/04/2023;VAT payable, 19%;-0.78;Bob;Gardening Gloves
e_514;06/04/2023;Bank (Postbank) — main account;119.57;Alice;Hedge Trimmer
e_514;06/04/2023;Trade receivables;-119.57;Alice;Hedge Trimmer
e_744;06/04/2023;Bank (Postbank) — main account;119.57;Alice;Hedge Trimmer
e_744;06/04/2023;Trade receivables;-119.57;Alice;Hedge Trimmer
e_761;06/04/2023;Bank (Postbank) — main account;132.71;Bob;Shovel
e_761;06/04/2023;Trade receivables;-132.71;Bob;Shovel
e_789;06/04/2023;Bank (Postbank) — main account;196.35;Fred;Garden Hose
e_789;06/04/2023;Trade receivables;-196.35;Fred;Garden Hose
f_267;06/04/2023;Trade payables;190.4;Charlie;Garden Hose
f_267;06/04/2023;Bank (Postbank) — main account;-190.4;Charlie;Garden Hose
h_192;06/04/2023;Bank (Postbank) — main account;39.27;Bob;Watering Can
h_192;06/04/2023;Trade receivables;-39.27;Bob;Watering Can
a_234;07/04/2023;Cost of merchandise, 19% input tax;160.0;Alice;Garden Hose
a_234;07/04/2023;Deductible input tax, 19%;30.4;Alice;Garden Hose
a_234;07/04/2023;Trade payables;-190.4;Alice;Garden Hose
a_902;07/04/2023;Trade payables;150.44;Max;Garden Shears
a_902;07/04/2023;Bank (Postbank) — main account;-150.44;Max;Garden Shears
a_94;07/04/2023;Cost of merchandise, 19% input tax;60.9;Bob;Hedge Trimmer
a_94;07/04/2023;Deductible input tax, 19%;11.57;Bob;Hedge Trimmer
a_94;07/04/2023;Trade payables;-72.47;Bob;Hedge Trimmer
c_122;07/04/2023;Trade receivables;33.18;Bob;Shovel
c_122;07/04/2023;Revenue, 19% VAT;-27.88;Bob;Shovel
c_122;07/04/2023;VAT payable, 19%;-5.3;Bob;Shovel
c_231;07/04/2023;Trade receivables;366.78;Bob;Lawn Mower
c_231;07/04/2023;Revenue, 19% VAT;-308.22;Bob;Lawn Mower
c_231;07/04/2023;VAT payable, 19%;-58.56;Bob;Lawn Mower
c_243;07/04/2023;Trade receivables;12.2;Max;Gardening Gloves
c_243;07/04/2023;Revenue, 19% VAT;-10.25;Max;Gardening Gloves
c_243;07/04/2023;VAT payable, 19%;-1.95;Max;Gardening Gloves
c_5;07/04/2023;Trade receivables;39.27;Max;Garden Hose
c_5;07/04/2023;Revenue, 19% VAT;-33.0;Max;Garden Hose
c_5;07/04/2023;VAT payable, 19%;-6.27;Max;Garden Hose
c_595;07/04/2023;Bank (Postbank) — main account;141.85;Max;Garden Shears
c_595;07/04/2023;Trade receivables;-141.85;Max;Garden Shears
c_620;07/04/2023;Bank (Postbank) — main account;157.66;Max;Wheelbarrow
c_620;07/04/2023;Trade receivables;-157.66;Max;Wheelbarrow
d_103;07/04/2023;Cost of merchandise, 19% input tax;307.02;Bob;Garden Shears
d_103;07/04/2023;Deductible input tax, 19%;58.33;Bob;Garden Shears
d_103;07/04/2023;Trade payables;-365.35;Bob;Garden Shears
d_148;07/04/2023;Cost of merchandise, 19% input tax;560.4;David;Lawn Mower
d_148;07/04/2023;Deductible input tax, 19%;106.48;David;Lawn Mower
d_148;07/04/2023;Trade payables;-666.88;David;Lawn Mower
d_209;07/04/2023;Cost of merchandise, 19% input tax;128.48;Bob;Rake
d_209;07/04/2023;Deductible input tax, 19%;24.41;Bob;Rake
d_209;07/04/2023;Trade payables;-152.89;Bob;Rake
d_272;07/04/2023;Cost of merchandise, 19% input tax;96.36;David;Rake
d_272;07/04/2023;Deductible input tax, 19%;18.31;David;Rake
d_272;07/04/2023;Trade payables;-114.67;David;Rake
d_307;07/04/2023;Cost of merchandise, 19% input tax;192.72;Bob;Rake
d_307;07/04/2023;Deductible input tax, 19%;36.62;Bob;Rake
d_307;07/04/2023;Trade payables;-229.34;Bob;Rake
d_536;07/04/2023;Trade payables;130.9;Alice;Watering Can
d_536;07/04/2023;Bank (Postbank) — main account;-130.9;Alice;Watering Can
d_609;07/04/2023;Trade payables;152.89;Bob;Rake
d_609;07/04/2023;Bank (Postbank) — main account;-152.89;Bob;Rake
d_732;07/04/2023;Trade payables;428.4;Alice;Garden Hose
d_732;07/04/2023;Bank (Postbank) — main account;-428.4;Alice;Garden Hose
e_361;07/04/2023;Trade receivables;132.71;Bob;Shovel
e_361;07/04/2023;Revenue, 19% VAT;-111.52;Bob;Shovel
e_361;07/04/2023;VAT payable, 19%;-21.19;Bob;Shovel
e_424;07/04/2023;Bank (Postbank) — main account;597.86;Bob;Hedge Trimmer
e_424;07/04/2023;Trade receivables;-597.86;Bob;Hedge Trimmer
e_431;07/04/2023;Bank (Postbank) — main account;239.14;Alice;Hedge Trimmer
e_431;07/04/2023;Trade receivables;-239.14;Alice;Hedge Trimmer
e_632;07/04/2023;Bank (Postbank) — main account;12.2;Bob;Gardening Gloves
e_632;07/04/2023;Trade receivables;-12.2;Bob;Gardening Gloves
e_635;07/04/2023;Bank (Postbank) — main account;472.99;Alice;Wheelbarrow
e_635;07/04/2023;Trade receivables;-472.99;Alice;Wheelbarrow
e_779;07/04/2023;Bank (Postbank) — main account;4.88;Bob;Gardening Gloves
e_779;07/04/2023;Trade receivables;-4.88;Bob;Gardening Gloves
e_86;07/04/2023;Trade receivables;733.56;Bob;Lawn Mower
e_86;07/04/2023;Revenue, 19% VAT;-616.44;Bob;Lawn Mower
e_86;07/04/2023;VAT payable, 19%;-117.12;Bob;Lawn Mower
f_104;07/04/2023;Cost of merchandise, 19% input tax;100.0;Fred;Watering Can
f_104;07/04/2023;Deductible input tax, 19%;19.0;Fred;Watering Can
f_104;07/04/2023;Trade payables;-119.0;Fred;Watering Can
f_304;07/04/2023;Trade payables;119.0;Fred;Watering Can
f_304;07/04/2023;Bank (Postbank) — main account;-119.0;Fred;Watering Can
g_51;07/04/2023;Cost of merchandise, 19% input tax;288.96;David;Garden Shears
g_51;07/04/2023;Deductible input tax, 19%;54.9;David;Garden Shears
g_51;07/04/2023;Trade payables;-343.86;David;Garden Shears
g_54;07/04/2023;Cost of merchandise, 19% input tax;96.36;Charlie;Rake
g_54;07/04/2023;Deductible input tax, 19%;18.31;Charlie;Rake
g_54;07/04/2023;Trade payables;-114.67;Charlie;Rake
g_81;07/04/2023;Cost of merchandise, 19% input tax;11.16;David;Gardening Gloves
g_81;07/04/2023;Deductible input tax, 19%;2.12;David;Gardening Gloves
g_81;07/04/2023;Trade payables;-13.28;David;Gardening Gloves
h_92;07/04/2023;Trade receivables;39.27;Bob;Watering Can
h_92;07/04/2023;Revenue, 19% VAT;-33.0;Bob;Watering Can
h_92;07/04/2023;VAT payable, 19%;-6.27;Bob;Watering Can
x_91;07/04/2023;Cleaning;620.0;Max;Cleaning April
x_91;07/04/2023;Deductible input tax, 19%;117.8;Max;Cleaning April
x_91;07/04/2023;Cash-in-hand;-737.8;Max;Cleaning April
a_159;10/04/2023;Cost of merchandise, 19% input tax;96.36;Bob;Rake
a_159;10/04/2023;Deductible input tax, 19%;18.31;Bob;Rake
a_159;10/04/2023;Trade payables;-114.67;Bob;Rake
a_17;10/04/2023;Cost of merchandise, 19% input tax;1445.4;David;Wheelbarrow
a_17;10/04/2023;Deductible input tax, 19%;274.63;David;Wheelbarrow
a_17;10/04/2023;Trade payables;-1720.03;David;Wheelbarrow
a_170;10/04/2023;Cost of merchandise, 19% input tax;180.6;Alice;Garden Shears
a_170;10/04/2023;Deductible input tax, 19%;34.31;Alice;Garden Shears
a_170;10/04/2023;Trade payables;-214.91;Alice;Garden Shears
a_426;10/04/2023;Cost of merchandise, 19% input tax;1445.4;Alice;Wheelbarrow
a_426;10/04/2023;Deductible input tax, 19%;274.63;Alice;Wheelbarrow
a_426;10/04/2023;Trade payables;-1720.03;Alice;Wheelbarrow
a_721;10/04/2023;Trade payables;80.44;Alice;Shovel
a_721;10/04/2023;Bank (Postbank) — main account;-80.44;Alice;Shovel
b_304;10/04/2023;Cost of merchandise, 19% input tax;186.8;Bob;Lawn Mower
b_304;10/04/2023;Deductible input tax, 19%;35.49;Bob;Lawn Mower
b_304;10/04/2023;Trade payables;-222.29;Bob;Lawn Mower
b_410;10/04/2023;Trade payables;20.11;Alice;Shovel
b_410;10/04/2023;Cash-in-hand;-20.11;Alice;Shovel
b_637;10/04/2023;Trade payables;72.47;Alice;Hedge Trimmer
b_637;10/04/2023;Cash-in-hand;-72.47;Alice;Hedge Trimmer
c_179;10/04/2023;Trade receivables;35.46;Max;Garden Shears
c_179;10/04/2023;Revenue, 19% VAT;-29.8;Max;Garden Shears
c_179;10/04/2023;VAT payable, 19%;-5.66;Max;Garden Shears
c_446;10/04/2023;Bank (Postbank) — main account;2.44;Max;Gardening Gloves
c_446;10/04/2023;Trade receivables;-2.44;Max;Gardening Gloves
d_295;10/04/2023;Cost of merchandise, 19% input tax;389.4;Alice;Leaf Blower
d_295;10/04/2023;Deductible input tax, 19%;73.99;Alice;Leaf Blower
d_295;10/04/2023;Trade payables;-463.39;Alice;Leaf Blower
d_469;10/04/2023;Trade payables;150.44;Fred;Garden Shears
d_469;10/04/2023;Bank (Postbank) — main account;-150.44;Fred;Garden Shears
d_503;10/04/2023;Trade payables;365.35;Bob;Garden Shears
d_503;10/04/2023;Bank (Postbank) — main account;-365.35;Bob;Garden Shears
d_646;10/04/2023;Trade payables;1528.91;Alice;Wheelbarrow
d_646;10/04/2023;Bank (Postbank) — main account;-1528.91;Alice;Wheelbarrow
